"","YEAR","MONTH","DAY_OF_MONTH","Region","NumFlights","NumCancels","NumWeatherCancels","NumCarrierCancels","NumNatAirSys","NumSecurity"
"493",2017,5,4,"East",2666,19,7,12,0,0
"494",2017,5,4,"Mid",2930,19,5,14,0,0
"495",2017,5,4,"South",5346,54,23,19,12,0
"496",2017,5,4,"West",5274,38,7,23,8,0
"497",2017,5,5,"East",2662,166,26,30,110,0
"498",2017,5,5,"Mid",2978,42,7,19,16,0
"499",2017,5,5,"South",5339,74,15,32,27,0
"500",2017,5,5,"West",5337,26,2,16,8,0
"501",2017,5,6,"East",2041,24,6,11,7,0
"502",2017,5,6,"Mid",2165,17,1,16,0,0
"503",2017,5,6,"South",4395,31,2,28,1,0
"504",2017,5,6,"West",4418,39,0,26,13,0
"505",2017,5,7,"East",2455,17,0,15,2,0
"506",2017,5,7,"Mid",2804,19,0,18,1,0
"507",2017,5,7,"South",5154,27,0,26,1,0
"508",2017,5,7,"West",5149,56,9,30,17,0
"509",2017,5,8,"East",2682,17,0,15,2,0
"510",2017,5,8,"Mid",2987,25,2,22,1,0
"511",2017,5,8,"South",5345,27,0,25,2,0
"512",2017,5,8,"West",5306,40,9,31,0,0
"513",2017,5,9,"East",2625,11,0,11,0,0
"514",2017,5,9,"Mid",2957,16,0,16,0,0
"515",2017,5,9,"South",5246,17,0,17,0,0
"516",2017,5,9,"West",5222,28,2,22,4,0
"517",2017,5,10,"East",2637,18,0,16,2,0
"518",2017,5,10,"Mid",2959,23,1,13,9,0
"519",2017,5,10,"South",5270,22,0,22,0,0
"520",2017,5,10,"West",5273,25,0,21,4,0
"521",2017,5,11,"East",2677,20,0,20,0,0
"522",2017,5,11,"Mid",3000,26,3,19,4,0
"523",2017,5,11,"South",5328,30,1,27,2,0
"524",2017,5,11,"West",5330,33,0,29,4,0
"525",2017,5,12,"East",2683,6,0,6,0,0
"526",2017,5,12,"Mid",2994,6,0,5,1,0
"527",2017,5,12,"South",5351,19,0,18,1,0
"528",2017,5,12,"West",5353,19,2,13,4,0
"529",2017,5,13,"East",2023,25,0,4,21,0
"530",2017,5,13,"Mid",2108,7,0,6,1,0
"531",2017,5,13,"South",4314,20,0,13,7,0
"532",2017,5,13,"West",4379,54,18,13,23,0
"533",2017,5,14,"East",2419,4,0,3,1,0
"534",2017,5,14,"Mid",2673,2,0,2,0,0
"535",2017,5,14,"South",5013,7,0,6,1,0
"536",2017,5,14,"West",5038,19,4,3,12,0
"537",2017,5,15,"East",2682,18,0,3,15,0
"538",2017,5,15,"Mid",2987,2,0,0,2,0
"539",2017,5,15,"South",5350,9,0,6,3,0
"540",2017,5,15,"West",5324,13,0,8,5,0
"541",2017,5,16,"East",2626,6,0,4,2,0
"542",2017,5,16,"Mid",2958,7,4,1,2,0
"543",2017,5,16,"South",5253,5,0,5,0,0
"544",2017,5,16,"West",5232,61,31,8,22,0
"545",2017,5,17,"East",2632,30,1,3,26,0
"546",2017,5,17,"Mid",2959,66,46,4,16,0
"547",2017,5,17,"South",5271,11,2,5,4,0
"548",2017,5,17,"West",5283,28,8,8,12,0
"549",2017,5,18,"East",2676,32,4,20,8,0
"550",2017,5,18,"Mid",2993,39,28,10,1,0
"551",2017,5,18,"South",5332,108,77,28,3,0
"552",2017,5,18,"West",5335,35,17,12,6,0
"553",2017,5,19,"East",2687,32,18,6,8,0
"554",2017,5,19,"Mid",2993,28,7,16,5,0
"555",2017,5,19,"South",5350,31,14,16,1,0
"556",2017,5,19,"West",5367,22,2,15,5,0
"557",2017,5,20,"East",2047,20,7,13,0,0
"558",2017,5,20,"Mid",2163,12,0,9,3,0
"559",2017,5,20,"South",4410,23,6,17,0,0
"560",2017,5,20,"West",4456,81,36,10,35,0
"561",2017,5,21,"East",2483,16,0,11,5,0
"562",2017,5,21,"Mid",2812,13,8,3,2,0
"563",2017,5,21,"South",5156,54,21,28,5,0
"564",2017,5,21,"West",5217,122,46,10,66,0
"565",2017,5,22,"East",2678,104,13,8,83,0
"566",2017,5,22,"Mid",2981,20,7,1,12,0
"567",2017,5,22,"South",5350,107,27,14,66,0
"568",2017,5,22,"West",5334,22,2,11,9,0
"569",2017,5,23,"East",2626,8,0,6,2,0
"570",2017,5,23,"Mid",2957,8,2,6,0,0
"571",2017,5,23,"South",5258,19,0,19,0,0
"572",2017,5,23,"West",5252,33,0,16,17,0
"573",2017,5,24,"East",2636,7,1,6,0,0
"574",2017,5,24,"Mid",2959,2,0,2,0,0
"575",2017,5,24,"South",5282,33,15,18,0,0
"576",2017,5,24,"West",5302,28,4,11,13,0
"577",2017,5,25,"East",2713,258,49,36,173,0
"578",2017,5,25,"Mid",3002,39,9,8,22,0
"579",2017,5,25,"South",5412,96,26,25,45,0
"580",2017,5,25,"West",5404,52,8,17,27,0
"581",2017,5,26,"East",2698,79,27,28,24,0
"582",2017,5,26,"Mid",2990,13,5,5,3,0
"583",2017,5,26,"South",5406,51,10,26,15,0
"584",2017,5,26,"West",5429,45,7,17,21,0
"585",2017,5,27,"East",2001,7,0,7,0,0
"586",2017,5,27,"Mid",2076,7,0,7,0,0
"587",2017,5,27,"South",4303,10,0,10,0,0
"588",2017,5,27,"West",4347,26,0,11,15,0
"589",2017,5,28,"East",2052,7,0,7,0,0
"590",2017,5,28,"Mid",2217,5,0,5,0,0
"591",2017,5,28,"South",4376,19,5,14,0,0
"592",2017,5,28,"West",4490,26,2,9,15,0
"593",2017,5,29,"East",2514,17,0,17,0,0
"594",2017,5,29,"Mid",2768,3,0,3,0,0
"595",2017,5,29,"South",5012,13,0,13,0,0
"596",2017,5,29,"West",5177,8,1,5,2,0
"597",2017,5,30,"East",2648,89,2,15,72,0
"598",2017,5,30,"Mid",2948,12,1,4,7,0
"599",2017,5,30,"South",5277,42,1,21,20,0
"600",2017,5,30,"West",5291,20,0,11,9,0
"601",2017,5,31,"East",2642,36,3,19,14,0
"602",2017,5,31,"Mid",2950,3,0,2,1,0
"603",2017,5,31,"South",5285,13,3,9,1,0
"604",2017,5,31,"West",5329,22,1,19,2,0
"605",2017,6,1,"East",2681,22,4,18,0,0
"606",2017,6,1,"Mid",2986,6,1,4,1,0
"607",2017,6,1,"South",5333,28,0,28,0,0
"608",2017,6,1,"West",5390,20,3,13,4,0
"609",2017,6,2,"East",2694,20,8,11,1,0
"610",2017,6,2,"Mid",2999,20,14,5,1,0
"611",2017,6,2,"South",5346,186,143,41,2,0
"612",2017,6,2,"West",5452,39,30,9,0,0
"613",2017,6,3,"East",2066,17,6,10,1,0
"614",2017,6,3,"Mid",2193,15,7,6,2,0
"615",2017,6,3,"South",4438,75,33,40,2,0
"616",2017,6,3,"West",4556,85,48,20,17,0
"617",2017,6,4,"East",2501,17,1,15,1,0
"618",2017,6,4,"Mid",2879,19,5,11,3,0
"619",2017,6,4,"South",5203,98,46,27,25,0
"620",2017,6,4,"West",5371,87,44,21,22,0
"621",2017,6,5,"East",2699,26,5,16,5,0
"622",2017,6,5,"Mid",3041,8,2,5,1,0
"623",2017,6,5,"South",5364,51,17,28,6,0
"624",2017,6,5,"West",5477,19,6,12,1,0
"625",2017,6,6,"East",2647,84,21,11,52,0
"626",2017,6,6,"Mid",3018,14,5,4,5,0
"627",2017,6,6,"South",5273,104,64,23,17,0
"628",2017,6,6,"West",5401,26,4,19,3,0
"629",2017,6,7,"East",2650,36,23,11,2,0
"630",2017,6,7,"Mid",3016,18,8,10,0,0
"631",2017,6,7,"South",5295,110,78,29,3,0
"632",2017,6,7,"West",5442,28,8,16,4,0
"633",2017,6,8,"East",2731,16,8,8,0,0
"634",2017,6,8,"Mid",3093,7,2,4,1,0
"635",2017,6,8,"South",5310,24,14,10,0,0
"636",2017,6,8,"West",5604,49,28,9,12,0
"637",2017,6,9,"East",2741,16,0,7,9,0
"638",2017,6,9,"Mid",3099,4,0,2,2,0
"639",2017,6,9,"South",5346,32,21,10,1,0
"640",2017,6,9,"West",5629,23,5,14,4,0
"641",2017,6,10,"East",2179,12,0,11,1,0
"642",2017,6,10,"Mid",2386,6,0,5,1,0
"643",2017,6,10,"South",4597,15,0,15,0,0
"644",2017,6,10,"West",4900,15,2,13,0,0
"645",2017,6,11,"East",2551,14,0,6,8,0
"646",2017,6,11,"Mid",2963,8,2,5,1,0
"647",2017,6,11,"South",5185,10,0,7,3,0
"648",2017,6,11,"West",5481,13,2,11,0,0
"649",2017,6,12,"East",2741,10,0,9,1,0
"650",2017,6,12,"Mid",3110,1,0,1,0,0
"651",2017,6,12,"South",5416,7,2,4,1,0
"652",2017,6,12,"West",5669,7,0,5,2,0
"653",2017,6,13,"East",2701,35,2,7,26,0
"654",2017,6,13,"Mid",3104,34,18,3,13,0
"655",2017,6,13,"South",5344,31,1,25,5,0
"656",2017,6,13,"West",5625,14,0,14,0,0
"657",2017,6,14,"East",2705,107,49,24,34,0
"658",2017,6,14,"Mid",3103,329,242,32,55,0
"659",2017,6,14,"South",5374,93,41,27,25,0
"660",2017,6,14,"West",5639,48,23,21,4,0
"661",2017,6,15,"East",2732,107,55,26,26,0
"662",2017,6,15,"Mid",3126,81,49,19,13,0
"663",2017,6,15,"South",5406,123,61,41,21,0
"664",2017,6,15,"West",5692,51,27,23,1,0
"665",2017,6,16,"East",2742,92,34,15,43,0
"666",2017,6,16,"Mid",3131,24,6,12,6,0
"667",2017,6,16,"South",5426,44,7,20,17,0
"668",2017,6,16,"West",5710,23,5,15,3,0
"669",2017,6,17,"East",2210,29,7,19,3,0
"670",2017,6,17,"Mid",2467,13,5,8,0,0
"671",2017,6,17,"South",4703,36,3,32,1,0
"672",2017,6,17,"West",5006,16,5,11,0,0
"673",2017,6,18,"East",2563,30,4,15,11,0
"674",2017,6,18,"Mid",3005,17,1,15,1,0
"675",2017,6,18,"South",5222,52,4,45,3,0
"676",2017,6,18,"West",5576,21,1,19,1,0
"677",2017,6,19,"East",2742,528,180,80,268,0
"678",2017,6,19,"Mid",3125,186,85,22,79,0
"679",2017,6,19,"South",5420,269,92,66,110,1
"680",2017,6,19,"West",5698,94,37,44,13,0
"681",2017,6,20,"East",2722,123,40,49,34,0
"682",2017,6,20,"Mid",3112,27,4,13,10,0
"683",2017,6,20,"South",5354,83,18,53,12,0
"684",2017,6,20,"West",5645,95,27,45,23,0
"685",2017,6,21,"East",2723,39,10,18,11,0
"686",2017,6,21,"Mid",3112,16,2,10,2,2
"687",2017,6,21,"South",5380,22,8,14,0,0
"688",2017,6,21,"West",5666,36,2,32,2,0
"689",2017,6,22,"East",2743,7,0,7,0,0
"690",2017,6,22,"Mid",3134,12,1,9,2,0
"691",2017,6,22,"South",5419,21,0,20,1,0
"692",2017,6,22,"West",5707,31,2,29,0,0
"693",2017,6,23,"East",2748,95,8,24,63,0
"694",2017,6,23,"Mid",3134,43,20,4,19,0
"695",2017,6,23,"South",5430,34,5,17,12,0
"696",2017,6,23,"West",5728,13,3,8,2,0
"697",2017,6,24,"East",2223,10,2,6,2,0
"698",2017,6,24,"Mid",2464,4,1,3,0,0
"699",2017,6,24,"South",4715,30,11,17,2,0
"700",2017,6,24,"West",5023,22,10,12,0,0
"701",2017,6,25,"East",2565,12,0,11,1,0
"702",2017,6,25,"Mid",3017,3,0,2,1,0
"703",2017,6,25,"South",5255,17,1,16,0,0
"704",2017,6,25,"West",5601,22,6,16,0,0
"705",2017,6,26,"East",2738,16,1,15,0,0
"706",2017,6,26,"Mid",3126,0,0,0,0,0
"707",2017,6,26,"South",5442,14,0,14,0,0
"708",2017,6,26,"West",5701,30,2,26,2,0
"709",2017,6,27,"East",2714,10,1,8,1,0
"710",2017,6,27,"Mid",3120,1,0,1,0,0
"711",2017,6,27,"South",5356,16,4,12,0,0
"712",2017,6,27,"West",5650,25,1,15,9,0
"713",2017,6,28,"East",2715,14,2,9,3,0
"714",2017,6,28,"Mid",3116,64,51,3,10,0
"715",2017,6,28,"South",5383,15,3,11,1,0
"716",2017,6,28,"West",5667,35,0,26,9,0
"717",2017,6,29,"East",2747,7,0,7,0,0
"718",2017,6,29,"Mid",3144,9,6,2,1,0
"719",2017,6,29,"South",5435,12,6,5,1,0
"720",2017,6,29,"West",5744,28,0,23,5,0
"721",2017,6,30,"East",2749,59,10,16,33,0
"722",2017,6,30,"Mid",3149,25,1,15,9,0
"723",2017,6,30,"South",5497,29,6,20,3,0
"724",2017,6,30,"West",5773,28,4,19,5,0
"725",2017,7,1,"East",2217,85,13,13,59,0
"726",2017,7,1,"Mid",2501,27,4,16,7,0
"727",2017,7,1,"South",4727,53,14,26,13,0
"728",2017,7,1,"West",5035,19,2,9,8,0
"729",2017,7,2,"East",2245,13,1,7,5,0
"730",2017,7,2,"Mid",2578,11,2,7,2,0
"731",2017,7,2,"South",4762,20,4,15,1,0
"732",2017,7,2,"West",5232,31,7,23,1,0
"733",2017,7,3,"East",2228,7,0,7,0,0
"734",2017,7,3,"Mid",2524,7,0,7,0,0
"735",2017,7,3,"South",4632,10,0,10,0,0
"736",2017,7,3,"West",4920,18,1,17,0,0
"737",2017,7,4,"East",2273,5,2,3,0,0
"738",2017,7,4,"Mid",2482,5,0,5,0,0
"739",2017,7,4,"South",4518,16,0,16,0,0
"740",2017,7,4,"West",4737,9,0,9,0,0
"741",2017,7,5,"East",2667,6,2,3,1,0
"742",2017,7,5,"Mid",3035,3,1,1,1,0
"743",2017,7,5,"South",5216,61,39,20,2,0
"744",2017,7,5,"West",5656,36,5,23,8,0
"745",2017,7,6,"East",2691,13,3,9,1,0
"746",2017,7,6,"Mid",3045,16,7,7,2,0
"747",2017,7,6,"South",5225,36,18,18,0,0
"748",2017,7,6,"West",5707,32,7,25,0,0
"749",2017,7,7,"East",2688,75,27,16,32,0
"750",2017,7,7,"Mid",3057,11,3,4,4,0
"751",2017,7,7,"South",5243,19,4,8,7,0
"752",2017,7,7,"West",5725,26,11,15,0,0
"753",2017,7,8,"East",2236,9,4,3,2,0
"754",2017,7,8,"Mid",2529,7,1,3,3,0
"755",2017,7,8,"South",4691,31,16,12,3,0
"756",2017,7,8,"West",5103,9,2,5,2,0
"757",2017,7,9,"East",2586,4,3,1,0,0
"758",2017,7,9,"Mid",3067,8,3,5,0,0
"759",2017,7,9,"South",5254,33,26,7,0,0
"760",2017,7,9,"West",5685,9,2,7,0,0
"761",2017,7,10,"East",2757,175,21,16,138,0
"762",2017,7,10,"Mid",3177,129,90,11,28,0
"763",2017,7,10,"South",5452,133,47,23,63,0
"764",2017,7,10,"West",5757,38,12,16,10,0
"765",2017,7,11,"East",2738,77,6,27,44,0
"766",2017,7,11,"Mid",3169,26,10,12,4,0
"767",2017,7,11,"South",5376,42,6,23,13,0
"768",2017,7,11,"West",5715,28,0,25,3,0
"769",2017,7,12,"East",2737,163,62,21,80,0
"770",2017,7,12,"Mid",3168,405,325,13,67,0
"771",2017,7,12,"South",5395,132,78,15,39,0
"772",2017,7,12,"West",5736,66,39,26,1,0
"773",2017,7,13,"East",2756,175,50,20,105,0
"774",2017,7,13,"Mid",3184,44,17,5,22,0
"775",2017,7,13,"South",5418,75,26,19,30,0
"776",2017,7,13,"West",5780,41,14,22,5,0
"777",2017,7,14,"East",2756,240,52,28,160,0
"778",2017,7,14,"Mid",3189,55,13,10,32,0
"779",2017,7,14,"South",5434,106,23,24,59,0
"780",2017,7,14,"West",5797,39,11,20,8,0
"781",2017,7,15,"East",2237,45,11,16,18,0
"782",2017,7,15,"Mid",2522,17,5,10,2,0
"783",2017,7,15,"South",4693,112,76,26,10,0
"784",2017,7,15,"West",5109,29,9,20,0,0
"785",2017,7,16,"East",2586,22,10,10,2,0
"786",2017,7,16,"Mid",3070,22,8,12,2,0
"787",2017,7,16,"South",5244,41,15,25,1,0
"788",2017,7,16,"West",5686,28,14,14,0,0
"789",2017,7,17,"East",2760,119,18,23,78,0
"790",2017,7,17,"Mid",3176,32,5,11,16,0
"791",2017,7,17,"South",5449,91,29,40,22,0
"792",2017,7,17,"West",5765,35,8,21,6,0
"793",2017,7,18,"East",2743,34,6,20,8,0
"794",2017,7,18,"Mid",3172,22,3,10,9,0
"795",2017,7,18,"South",5371,50,14,30,6,0
"796",2017,7,18,"West",5727,23,5,13,5,0
"797",2017,7,19,"East",2740,18,5,13,0,0
"798",2017,7,19,"Mid",3165,6,1,5,0,0
"799",2017,7,19,"South",5383,15,0,15,0,0
"800",2017,7,19,"West",5744,37,8,28,1,0
"801",2017,7,20,"East",2757,49,14,16,19,0
"802",2017,7,20,"Mid",3171,101,69,8,24,0
"803",2017,7,20,"South",5413,35,13,13,9,0
"804",2017,7,20,"West",5780,30,3,18,9,0
"805",2017,7,21,"East",2760,31,19,7,5,0
"806",2017,7,21,"Mid",3169,164,112,12,40,0
"807",2017,7,21,"South",5427,28,10,15,3,0
"808",2017,7,21,"West",5798,90,62,26,2,0
"809",2017,7,22,"East",2235,48,17,17,14,0
"810",2017,7,22,"Mid",2503,94,71,18,5,0
"811",2017,7,22,"South",4687,71,30,29,12,0
"812",2017,7,22,"West",5117,38,28,9,1,0
"813",2017,7,23,"East",2587,119,40,24,55,0
"814",2017,7,23,"Mid",3051,56,35,7,14,0
"815",2017,7,23,"South",5243,122,69,29,24,0
"816",2017,7,23,"West",5682,42,31,9,2,0
"817",2017,7,24,"East",2760,124,32,26,66,0
"818",2017,7,24,"Mid",3159,51,14,26,11,0
"819",2017,7,24,"South",5446,113,43,51,19,0
"820",2017,7,24,"West",5769,53,21,28,4,0
"821",2017,7,25,"East",2742,16,0,12,4,0
"822",2017,7,25,"Mid",3151,6,4,2,0,0
"823",2017,7,25,"South",5370,23,2,18,3,0
"824",2017,7,25,"West",5718,37,3,28,6,0
"825",2017,7,26,"East",2741,19,0,18,1,0
"826",2017,7,26,"Mid",3149,12,6,6,0,0
"827",2017,7,26,"South",5391,19,1,18,0,0
"828",2017,7,26,"West",5737,18,0,12,6,0
"829",2017,7,27,"East",2755,10,0,8,2,0
"830",2017,7,27,"Mid",3169,3,0,2,1,0
"831",2017,7,27,"South",5416,23,0,23,0,0
"832",2017,7,27,"West",5789,18,4,10,4,0
"833",2017,7,28,"East",2759,58,20,18,20,0
"834",2017,7,28,"Mid",3170,21,15,3,3,0
"835",2017,7,28,"South",5421,44,12,28,4,0
"836",2017,7,28,"West",5807,21,3,16,2,0
"837",2017,7,29,"East",2235,15,0,13,2,0
"838",2017,7,29,"Mid",2505,11,0,10,1,0
"839",2017,7,29,"South",4679,22,0,22,0,0
"840",2017,7,29,"West",5114,21,3,16,2,0
"841",2017,7,30,"East",2585,4,0,4,0,0
"842",2017,7,30,"Mid",3055,5,0,5,0,0
"843",2017,7,30,"South",5232,6,0,6,0,0
"844",2017,7,30,"West",5683,3,1,2,0,0
"845",2017,7,31,"East",2757,7,0,7,0,0
"846",2017,7,31,"Mid",3156,1,0,1,0,0
"847",2017,7,31,"South",5435,17,2,15,0,0
"848",2017,7,31,"West",5762,25,3,17,5,0
"849",2017,8,1,"East",2744,19,0,19,0,0
"850",2017,8,1,"Mid",3164,5,0,5,0,0
"851",2017,8,1,"South",5335,14,4,10,0,0
"852",2017,8,1,"West",5729,24,3,16,5,0
"853",2017,8,2,"East",2744,393,147,49,197,0
"854",2017,8,2,"Mid",3155,69,29,13,27,0
"855",2017,8,2,"South",5356,152,62,27,63,0
"856",2017,8,2,"West",5761,55,23,20,12,0
"857",2017,8,3,"East",2767,168,67,40,61,0
"858",2017,8,3,"Mid",3180,332,232,46,54,0
"859",2017,8,3,"South",5380,103,43,30,30,0
"860",2017,8,3,"West",5802,94,24,61,9,0
"861",2017,8,4,"East",2763,308,44,39,225,0
"862",2017,8,4,"Mid",3181,131,78,17,36,0
"863",2017,8,4,"South",5397,145,30,48,67,0
"864",2017,8,4,"West",5823,149,43,66,40,0
"865",2017,8,5,"East",2257,43,4,23,16,0
"866",2017,8,5,"Mid",2531,16,2,13,1,0
"867",2017,8,5,"South",4648,42,6,30,6,0
"868",2017,8,5,"West",5158,45,10,33,2,0
"869",2017,8,6,"East",2594,14,4,10,0,0
"870",2017,8,6,"Mid",3063,21,12,9,0,0
"871",2017,8,6,"South",5198,86,65,21,0,0
"872",2017,8,6,"West",5717,36,19,13,4,0
"873",2017,8,7,"East",2761,87,2,17,68,0
"874",2017,8,7,"Mid",3165,24,4,7,13,0
"875",2017,8,7,"South",5388,132,61,26,45,0
"876",2017,8,7,"West",5796,46,10,23,13,0
"877",2017,8,8,"East",2746,11,1,9,1,0
"878",2017,8,8,"Mid",3160,8,3,4,1,0
"879",2017,8,8,"South",5310,15,2,13,0,0
"880",2017,8,8,"West",5734,47,3,35,9,0
"881",2017,8,9,"East",2741,2,0,2,0,0
"882",2017,8,9,"Mid",3147,6,1,5,0,0
"883",2017,8,9,"South",5325,17,0,16,1,0
"884",2017,8,9,"West",5752,61,7,27,27,0
"885",2017,8,10,"East",2762,13,0,13,0,0
"886",2017,8,10,"Mid",3176,24,22,2,0,0
"887",2017,8,10,"South",5348,22,8,14,0,0
"888",2017,8,10,"West",5795,52,10,23,19,0
"889",2017,8,11,"East",2762,83,17,15,51,0
"890",2017,8,11,"Mid",3179,19,2,7,10,0
"891",2017,8,11,"South",5370,40,14,15,11,0
"892",2017,8,11,"West",5810,37,11,11,15,0
"893",2017,8,12,"East",2258,14,5,5,4,0
"894",2017,8,12,"Mid",2533,6,0,6,0,0
"895",2017,8,12,"South",4639,29,22,7,0,0
"896",2017,8,12,"West",5149,14,3,5,6,0
"897",2017,8,13,"East",2590,3,0,3,0,0
"898",2017,8,13,"Mid",3058,7,5,2,0,0
"899",2017,8,13,"South",5159,23,7,16,0,0
"900",2017,8,13,"West",5695,19,13,4,2,0
"901",2017,8,14,"East",2756,4,0,4,0,0
"902",2017,8,14,"Mid",3160,5,2,3,0,0
"903",2017,8,14,"South",5339,23,9,12,2,0
"904",2017,8,14,"West",5770,89,60,8,21,0
"905",2017,8,15,"East",2701,14,0,11,3,0
"906",2017,8,15,"Mid",3073,5,1,3,1,0
"907",2017,8,15,"South",5012,28,5,23,0,0
"908",2017,8,15,"West",5689,43,14,13,16,0
"909",2017,8,16,"East",2718,21,0,10,11,0
"910",2017,8,16,"Mid",3090,27,16,9,2,0
"911",2017,8,16,"South",5110,14,2,11,1,0
"912",2017,8,16,"West",5740,25,8,13,4,0
"913",2017,8,17,"East",2745,6,1,5,0,0
"914",2017,8,17,"Mid",3123,5,3,2,0,0
"915",2017,8,17,"South",5175,20,2,18,0,0
"916",2017,8,17,"West",5784,21,1,18,2,0
"917",2017,8,18,"East",2742,236,28,15,193,0
"918",2017,8,18,"Mid",3130,48,14,0,34,0
"919",2017,8,18,"South",5190,72,10,6,56,0
"920",2017,8,18,"West",5800,20,3,10,7,0
"921",2017,8,19,"East",2203,16,2,5,9,0
"922",2017,8,19,"Mid",2396,5,3,1,1,0
"923",2017,8,19,"South",4308,20,1,14,5,0
"924",2017,8,19,"West",5016,15,1,10,4,0
"925",2017,8,20,"East",2558,2,0,2,0,0
"926",2017,8,20,"Mid",2972,2,0,2,0,0
"927",2017,8,20,"South",4944,7,0,7,0,0
"928",2017,8,20,"West",5652,50,29,9,12,0
"929",2017,8,21,"East",2738,21,3,5,13,0
"930",2017,8,21,"Mid",3130,32,1,17,14,0
"931",2017,8,21,"South",5172,15,1,10,4,0
"932",2017,8,21,"West",5777,106,6,56,44,0
"933",2017,8,22,"East",2686,123,40,42,41,0
"934",2017,8,22,"Mid",3033,50,12,20,18,0
"935",2017,8,22,"South",5007,40,13,13,14,0
"936",2017,8,22,"West",5597,65,13,27,25,0
"937",2017,8,23,"East",2700,16,5,7,4,0
"938",2017,8,23,"Mid",3040,11,2,3,6,0
"939",2017,8,23,"South",5133,12,1,10,1,0
"940",2017,8,23,"West",5686,46,9,20,17,0
"941",2017,8,24,"East",2734,8,1,7,0,0
"942",2017,8,24,"Mid",3076,4,1,3,0,0
"943",2017,8,24,"South",5215,10,0,10,0,0
"944",2017,8,24,"West",5742,31,0,24,7,0
"945",2017,8,25,"East",2733,5,2,3,0,0
"946",2017,8,25,"Mid",3063,6,5,1,0,0
"947",2017,8,25,"South",5231,63,53,10,0,0
"948",2017,8,25,"West",5759,25,14,7,4,0
"949",2017,8,26,"East",2151,23,19,4,0,0
"950",2017,8,26,"Mid",2286,45,38,2,5,0
"951",2017,8,26,"South",4171,475,409,11,55,0
"952",2017,8,26,"West",4799,104,86,16,2,0
"953",2017,8,27,"East",2549,68,56,12,0,0
"954",2017,8,27,"Mid",2851,86,71,14,1,0
"955",2017,8,27,"South",4843,852,712,139,1,0
"956",2017,8,27,"West",5471,154,123,31,0,0
"957",2017,8,28,"East",2722,67,62,5,0,0
"958",2017,8,28,"Mid",3029,104,94,4,6,0
"959",2017,8,28,"South",5113,815,806,6,3,0
"960",2017,8,28,"West",5635,147,135,8,4,0
"961",2017,8,29,"East",2664,85,67,5,13,0
"962",2017,8,29,"Mid",2998,77,73,3,1,0
"963",2017,8,29,"South",4932,751,731,17,3,0
"964",2017,8,29,"West",5475,171,135,28,8,0
"965",2017,8,30,"East",2683,80,74,5,1,0
"966",2017,8,30,"Mid",3003,80,79,1,0,0
"967",2017,8,30,"South",5051,796,787,9,0,0
"968",2017,8,30,"West",5587,157,131,16,10,0
"969",2017,8,31,"East",2727,60,53,6,1,0
"970",2017,8,31,"Mid",3034,58,56,2,0,0
"971",2017,8,31,"South",5126,734,730,4,0,0
"972",2017,8,31,"West",5647,123,106,17,0,0
"973",2017,9,1,"East",2717,45,33,3,9,0
"974",2017,9,1,"Mid",3038,52,42,1,9,0
"975",2017,9,1,"South",5150,640,538,5,97,0
"976",2017,9,1,"West",5636,102,60,11,31,0
"977",2017,9,2,"East",2034,26,10,6,10,0
"978",2017,9,2,"Mid",2091,20,9,2,9,0
"979",2017,9,2,"South",3854,318,145,8,165,0
"980",2017,9,2,"West",4274,63,20,12,31,0
"981",2017,9,3,"East",2049,15,4,4,7,0
