"","YEAR","MONTH","DAY_OF_MONTH","Region","NumFlights","NumCancels","NumWeatherCancels","NumCarrierCancels","NumNatAirSys","NumSecurity"
"982",2017,9,3,"Mid",2124,22,3,2,17,0
"983",2017,9,3,"South",3917,201,57,7,137,0
"984",2017,9,3,"West",4379,42,8,5,29,0
"985",2017,9,4,"East",2573,19,2,5,12,0
"986",2017,9,4,"Mid",2825,31,9,2,20,0
"987",2017,9,4,"South",4901,283,94,11,178,0
"988",2017,9,4,"West",5456,71,18,10,43,0
"989",2017,9,5,"East",2627,96,17,12,67,0
"990",2017,9,5,"Mid",2929,43,9,3,31,0
"991",2017,9,5,"South",4849,292,108,8,176,0
"992",2017,9,5,"West",5348,53,18,9,26,0
"993",2017,9,6,"East",2428,50,25,9,16,0
"994",2017,9,6,"Mid",2746,15,5,5,5,0
"995",2017,9,6,"South",4578,98,87,7,4,0
"996",2017,9,6,"West",5208,18,8,4,6,0
"997",2017,9,7,"East",2513,43,23,18,2,0
"998",2017,9,7,"Mid",2825,8,6,2,0,0
"999",2017,9,7,"South",4797,92,44,46,2,0
"1000",2017,9,7,"West",5357,49,16,23,10,0
"1001",2017,9,8,"East",2533,120,116,3,1,0
"1002",2017,9,8,"Mid",2831,37,36,1,0,0
"1003",2017,9,8,"South",4818,303,294,4,5,0
"1004",2017,9,8,"West",5352,104,42,17,45,0
"1005",2017,9,9,"East",1959,324,323,1,0,0
"1006",2017,9,9,"Mid",2065,107,105,2,0,0
"1007",2017,9,9,"South",3961,889,876,5,8,0
"1008",2017,9,9,"West",4408,106,95,4,7,0
"1009",2017,9,10,"East",2477,421,421,0,0,0
"1010",2017,9,10,"Mid",2834,163,160,3,0,0
"1011",2017,9,10,"South",4834,1433,1422,1,10,0
"1012",2017,9,10,"West",5391,111,103,3,5,0
"1013",2017,9,11,"East",2658,549,546,2,1,0
"1014",2017,9,11,"Mid",3035,281,275,6,0,0
"1015",2017,9,11,"South",5126,2140,2103,15,22,0
"1016",2017,9,11,"West",5553,175,152,19,4,0
"1017",2017,9,12,"East",2528,285,279,5,1,0
"1018",2017,9,12,"Mid",2937,102,98,3,1,0
"1019",2017,9,12,"South",4838,978,965,10,3,0
"1020",2017,9,12,"West",5304,79,66,12,1,0
"1021",2017,9,13,"East",2558,133,107,23,3,0
"1022",2017,9,13,"Mid",2952,41,34,6,1,0
"1023",2017,9,13,"South",4921,409,369,37,3,0
"1024",2017,9,13,"West",5413,63,31,18,14,0
"1025",2017,9,14,"East",2655,60,30,29,1,0
"1026",2017,9,14,"Mid",3034,87,67,19,1,0
"1027",2017,9,14,"South",5122,214,165,48,1,0
"1028",2017,9,14,"West",5565,40,10,20,10,0
"1029",2017,9,15,"East",2656,28,24,2,2,0
"1030",2017,9,15,"Mid",3015,28,21,7,0,0
"1031",2017,9,15,"South",5125,131,124,6,1,0
"1032",2017,9,15,"West",5566,21,10,11,0,0
"1033",2017,9,16,"East",1971,20,17,1,2,0
"1034",2017,9,16,"Mid",2126,14,12,1,1,0
"1035",2017,9,16,"South",4039,111,105,5,1,0
"1036",2017,9,16,"West",4454,8,5,3,0,0
"1037",2017,9,17,"East",2472,18,5,8,5,0
"1038",2017,9,17,"Mid",2814,18,15,2,1,0
"1039",2017,9,17,"South",4831,31,25,4,2,0
"1040",2017,9,17,"West",5389,3,0,3,0,0
"1041",2017,9,18,"East",2652,16,4,7,5,0
"1042",2017,9,18,"Mid",3020,7,3,1,3,0
"1043",2017,9,18,"South",5129,38,22,15,1,0
"1044",2017,9,18,"West",5540,46,16,11,19,0
"1045",2017,9,19,"East",2522,45,10,3,32,0
"1046",2017,9,19,"Mid",2924,4,1,3,0,0
"1047",2017,9,19,"South",4842,54,25,21,8,0
"1048",2017,9,19,"West",5301,41,1,34,6,0
"1049",2017,9,20,"East",2554,35,25,7,3,0
"1050",2017,9,20,"Mid",2943,30,23,4,3,0
"1051",2017,9,20,"South",4922,58,41,17,0,0
"1052",2017,9,20,"West",5414,65,32,15,18,0
"1053",2017,9,21,"East",2635,31,26,2,3,0
"1054",2017,9,21,"Mid",3020,6,3,3,0,0
"1055",2017,9,21,"South",5114,52,38,13,1,0
"1056",2017,9,21,"West",5548,17,2,15,0,0
"1057",2017,9,22,"East",2632,30,7,6,17,0
"1058",2017,9,22,"Mid",3007,8,4,3,1,0
"1059",2017,9,22,"South",5120,52,25,13,14,0
"1060",2017,9,22,"West",5557,13,3,10,0,0
"1061",2017,9,23,"East",1966,31,22,4,5,0
"1062",2017,9,23,"Mid",2124,7,1,4,2,0
"1063",2017,9,23,"South",4041,59,42,14,3,0
"1064",2017,9,23,"West",4450,11,4,7,0,0
"1065",2017,9,24,"East",2467,22,6,3,13,0
"1066",2017,9,24,"Mid",2820,3,2,0,1,0
"1067",2017,9,24,"South",4824,48,27,7,14,0
"1068",2017,9,24,"West",5385,18,2,11,5,0
"1069",2017,9,25,"East",2650,28,5,10,13,0
"1070",2017,9,25,"Mid",3022,7,4,2,1,0
"1071",2017,9,25,"South",5120,45,23,6,16,0
"1072",2017,9,25,"West",5555,1,0,0,1,0
"1073",2017,9,26,"East",2519,22,5,5,12,0
"1074",2017,9,26,"Mid",2925,3,0,2,1,0
"1075",2017,9,26,"South",4834,37,19,7,11,0
"1076",2017,9,26,"West",5304,22,0,22,0,0
"1077",2017,9,27,"East",2550,22,5,7,10,0
"1078",2017,9,27,"Mid",2941,2,2,0,0,0
"1079",2017,9,27,"South",4915,42,20,8,14,0
"1080",2017,9,27,"West",5408,25,4,19,2,0
"1081",2017,9,28,"East",2650,31,7,7,17,0
"1082",2017,9,28,"Mid",3028,5,1,2,2,0
"1083",2017,9,28,"South",5120,33,15,5,13,0
"1084",2017,9,28,"West",5553,15,0,15,0,0
"1085",2017,9,29,"East",2634,17,1,4,12,0
"1086",2017,9,29,"Mid",3011,0,0,0,0,0
"1087",2017,9,29,"South",5114,38,11,12,15,0
"1088",2017,9,29,"West",5558,14,8,4,2,0
"1089",2017,9,30,"East",1954,21,3,4,14,0
"1090",2017,9,30,"Mid",2108,1,0,1,0,0
"1091",2017,9,30,"South",3976,34,14,3,17,0
"1092",2017,9,30,"West",4402,4,0,4,0,0
"1093",2017,10,1,"East",2459,19,1,7,11,0
"1094",2017,10,1,"Mid",2798,6,1,5,0,0
"1095",2017,10,1,"South",4809,36,12,9,15,0
"1096",2017,10,1,"West",5309,12,4,8,0,0
"1097",2017,10,2,"East",2662,15,1,2,12,0
"1098",2017,10,2,"Mid",3023,8,8,0,0,0
"1099",2017,10,2,"South",5140,33,11,7,15,0
"1100",2017,10,2,"West",5505,37,13,24,0,0
"1101",2017,10,3,"East",2529,13,0,3,10,0
"1102",2017,10,3,"Mid",2927,11,3,8,0,0
"1103",2017,10,3,"South",4848,40,8,15,17,0
"1104",2017,10,3,"West",5267,49,5,44,0,0
"1105",2017,10,4,"East",2569,13,1,3,9,0
"1106",2017,10,4,"Mid",2951,1,0,1,0,0
"1107",2017,10,4,"South",4928,24,8,4,12,0
"1108",2017,10,4,"West",5411,28,7,20,1,0
"1109",2017,10,5,"East",2659,3,0,2,1,0
"1110",2017,10,5,"Mid",2995,0,0,0,0,0
"1111",2017,10,5,"South",5187,8,1,7,0,0
"1112",2017,10,5,"West",5532,12,0,12,0,0
"1113",2017,10,6,"East",2655,1,0,0,1,0
"1114",2017,10,6,"Mid",2963,11,8,1,2,0
"1115",2017,10,6,"South",5180,9,1,6,2,0
"1116",2017,10,6,"West",5492,6,1,5,0,0
"1117",2017,10,7,"East",1980,8,6,0,2,0
"1118",2017,10,7,"Mid",2071,9,8,1,0,0
"1119",2017,10,7,"South",4023,22,21,1,0,0
"1120",2017,10,7,"West",4460,15,4,11,0,0
"1121",2017,10,8,"East",2445,24,1,2,21,0
"1122",2017,10,8,"Mid",2732,10,2,7,1,0
"1123",2017,10,8,"South",4859,47,40,3,4,0
"1124",2017,10,8,"West",5277,22,8,12,2,0
"1125",2017,10,9,"East",2667,63,7,4,52,0
"1126",2017,10,9,"Mid",2965,30,12,7,11,0
"1127",2017,10,9,"South",5194,31,6,7,18,0
"1128",2017,10,9,"West",5464,62,48,6,8,0
"1129",2017,10,10,"East",2559,13,1,6,6,0
"1130",2017,10,10,"Mid",2888,5,1,3,1,0
"1131",2017,10,10,"South",4950,10,1,9,0,0
"1132",2017,10,10,"West",5304,28,9,14,5,0
"1133",2017,10,11,"East",2582,5,0,5,0,0
"1134",2017,10,11,"Mid",2901,10,2,3,5,0
"1135",2017,10,11,"South",5037,8,2,5,1,0
"1136",2017,10,11,"West",5399,140,73,12,55,0
"1137",2017,10,12,"East",2667,9,1,8,0,0
"1138",2017,10,12,"Mid",2972,9,2,2,5,0
"1139",2017,10,12,"South",5208,16,3,13,0,0
"1140",2017,10,12,"West",5477,121,71,12,38,0
"1141",2017,10,13,"East",2667,4,0,3,1,0
"1142",2017,10,13,"Mid",2962,5,2,2,1,0
"1143",2017,10,13,"South",5194,8,2,5,1,0
"1144",2017,10,13,"West",5474,124,69,7,48,0
"1145",2017,10,14,"East",1973,18,12,5,1,0
"1146",2017,10,14,"Mid",2084,116,95,2,19,0
"1147",2017,10,14,"South",4043,21,12,6,3,0
"1148",2017,10,14,"West",4460,35,14,10,11,0
"1149",2017,10,15,"East",2478,9,3,5,1,0
"1150",2017,10,15,"Mid",2769,26,14,7,5,0
"1151",2017,10,15,"South",4910,12,3,9,0,0
"1152",2017,10,15,"West",5331,22,5,17,0,0
"1153",2017,10,16,"East",2672,9,0,9,0,0
"1154",2017,10,16,"Mid",2970,6,0,6,0,0
"1155",2017,10,16,"South",5211,7,1,6,0,0
"1156",2017,10,16,"West",5469,34,15,18,1,0
"1157",2017,10,17,"East",2562,10,0,9,1,0
"1158",2017,10,17,"Mid",2895,1,0,1,0,0
"1159",2017,10,17,"South",4967,8,2,5,1,0
"1160",2017,10,17,"West",5309,72,25,31,16,0
"1161",2017,10,18,"East",2582,2,0,2,0,0
"1162",2017,10,18,"Mid",2903,0,0,0,0,0
"1163",2017,10,18,"South",5045,5,1,4,0,0
"1164",2017,10,18,"West",5402,53,0,31,22,0
"1165",2017,10,19,"East",2665,3,0,3,0,0
"1166",2017,10,19,"Mid",2976,3,2,1,0,0
"1167",2017,10,19,"South",5215,7,2,4,1,0
"1168",2017,10,19,"West",5487,134,72,12,50,0
"1169",2017,10,20,"East",2663,3,0,3,0,0
"1170",2017,10,20,"Mid",2968,15,0,15,0,0
"1171",2017,10,20,"South",5193,11,1,10,0,0
"1172",2017,10,20,"West",5501,49,26,10,13,0
"1173",2017,10,21,"East",1972,0,0,0,0,0
"1174",2017,10,21,"Mid",2082,2,0,2,0,0
"1175",2017,10,21,"South",4035,2,1,1,0,0
"1176",2017,10,21,"West",4481,27,5,22,0,0
"1177",2017,10,22,"East",2470,3,1,2,0,0
"1178",2017,10,22,"Mid",2765,8,6,1,1,0
"1179",2017,10,22,"South",4903,9,3,2,4,0
"1180",2017,10,22,"West",5308,9,0,9,0,0
"1181",2017,10,23,"East",2665,16,1,12,3,0
"1182",2017,10,23,"Mid",2964,8,2,6,0,0
"1183",2017,10,23,"South",5196,19,2,17,0,0
"1184",2017,10,23,"West",5454,17,3,14,0,0
"1185",2017,10,24,"East",2516,191,35,2,154,0
"1186",2017,10,24,"Mid",2804,42,16,0,26,0
"1187",2017,10,24,"South",4861,81,22,7,52,0
"1188",2017,10,24,"West",5262,35,3,23,9,0
"1189",2017,10,25,"East",2530,14,3,6,5,0
"1190",2017,10,25,"Mid",2812,5,1,4,0,0
"1191",2017,10,25,"South",4938,6,1,4,1,0
"1192",2017,10,25,"West",5347,34,1,32,1,0
"1193",2017,10,26,"East",2658,2,0,1,1,0
"1194",2017,10,26,"Mid",2974,2,2,0,0,0
"1195",2017,10,26,"South",5199,8,1,6,1,0
"1196",2017,10,26,"West",5490,38,3,26,9,0
"1197",2017,10,27,"East",2651,9,0,8,1,0
"1198",2017,10,27,"Mid",2966,8,6,2,0,0
"1199",2017,10,27,"South",5187,7,3,3,1,0
"1200",2017,10,27,"West",5486,35,23,12,0,0
"1201",2017,10,28,"East",1968,1,0,1,0,0
"1202",2017,10,28,"Mid",2075,1,0,1,0,0
"1203",2017,10,28,"South",4024,3,2,1,0,0
"1204",2017,10,28,"West",4453,24,17,5,2,0
"1205",2017,10,29,"East",2376,165,24,21,120,0
"1206",2017,10,29,"Mid",2665,31,14,4,13,0
"1207",2017,10,29,"South",4759,69,20,9,40,0
"1208",2017,10,29,"West",5178,39,24,12,3,0
"1209",2017,10,30,"East",2537,83,38,7,38,0
"1210",2017,10,30,"Mid",2766,11,1,4,6,0
"1211",2017,10,30,"South",4959,9,2,1,6,0
"1212",2017,10,30,"West",5249,22,2,10,10,0
"1213",2017,10,31,"East",2356,3,0,2,1,0
"1214",2017,10,31,"Mid",2587,2,2,0,0,0
"1215",2017,10,31,"South",4584,8,1,7,0,0
"1216",2017,10,31,"West",4756,16,2,14,0,0
"1217",2017,11,1,"East",2484,9,0,9,0,0
"1218",2017,11,1,"Mid",2735,14,9,5,0,0
"1219",2017,11,1,"South",4925,3,1,2,0,0
"1220",2017,11,1,"West",5221,38,6,32,0,0
"1221",2017,11,2,"East",2561,7,0,7,0,0
"1222",2017,11,2,"Mid",2834,12,5,7,0,0
"1223",2017,11,2,"South",5075,4,0,4,0,0
"1224",2017,11,2,"West",5349,20,5,15,0,0
"1225",2017,11,3,"East",2559,7,0,6,1,0
"1226",2017,11,3,"Mid",2829,9,4,5,0,0
"1227",2017,11,3,"South",5059,14,7,7,0,0
"1228",2017,11,3,"West",5360,114,58,26,30,0
"1229",2017,11,4,"East",1938,8,6,2,0,0
"1230",2017,11,4,"Mid",2085,24,19,5,0,0
"1231",2017,11,4,"South",4105,5,3,2,0,0
"1232",2017,11,4,"West",4411,23,6,16,1,0
"1233",2017,11,5,"East",2413,25,9,5,11,0
"1234",2017,11,5,"Mid",2631,72,55,15,2,0
"1235",2017,11,5,"South",4896,20,10,8,2,0
"1236",2017,11,5,"West",5123,56,33,20,3,0
"1237",2017,11,6,"East",2574,8,2,6,0,0
"1238",2017,11,6,"Mid",2783,2,0,2,0,0
"1239",2017,11,6,"South",5036,9,5,4,0,0
"1240",2017,11,6,"West",5290,26,5,20,1,0
"1241",2017,11,7,"East",2479,9,0,9,0,0
"1242",2017,11,7,"Mid",2702,1,0,1,0,0
"1243",2017,11,7,"South",4849,6,0,6,0,0
"1244",2017,11,7,"West",5062,29,5,24,0,0
"1245",2017,11,8,"East",2561,1,0,1,0,0
"1246",2017,11,8,"Mid",2796,3,1,2,0,0
"1247",2017,11,8,"South",5039,5,0,5,0,0
"1248",2017,11,8,"West",5205,56,2,23,31,0
"1249",2017,11,9,"East",2642,9,1,8,0,0
"1250",2017,11,9,"Mid",2882,8,5,3,0,0
"1251",2017,11,9,"South",5250,6,0,6,0,0
"1252",2017,11,9,"West",5343,28,1,14,13,0
"1253",2017,11,10,"East",2650,25,1,11,9,4
"1254",2017,11,10,"Mid",2872,8,3,4,1,0
"1255",2017,11,10,"South",5259,42,0,27,2,13
"1256",2017,11,10,"West",5360,17,2,8,4,3
"1257",2017,11,11,"East",1927,3,0,1,0,2
"1258",2017,11,11,"Mid",2042,2,0,1,0,1
"1259",2017,11,11,"South",4191,10,2,3,0,5
"1260",2017,11,11,"West",4322,14,3,10,0,1
"1261",2017,11,12,"East",2471,1,0,1,0,0
"1262",2017,11,12,"Mid",2701,0,0,0,0,0
"1263",2017,11,12,"South",5012,4,0,4,0,0
"1264",2017,11,12,"West",5137,1,1,0,0,0
"1265",2017,11,13,"East",2629,0,0,0,0,0
"1266",2017,11,13,"Mid",2868,2,1,1,0,0
"1267",2017,11,13,"South",5182,0,0,0,0,0
"1268",2017,11,13,"West",5324,19,5,1,13,0
"1269",2017,11,14,"East",2533,7,0,7,0,0
"1270",2017,11,14,"Mid",2792,23,16,3,4,0
"1271",2017,11,14,"South",4992,4,0,4,0,0
"1272",2017,11,14,"West",5092,9,0,8,1,0
"1273",2017,11,15,"East",2583,3,0,3,0,0
"1274",2017,11,15,"Mid",2814,9,6,3,0,0
"1275",2017,11,15,"South",5090,4,0,4,0,0
"1276",2017,11,15,"West",5206,45,17,17,11,0
"1277",2017,11,16,"East",2650,8,0,8,0,0
"1278",2017,11,16,"Mid",2885,5,2,3,0,0
"1279",2017,11,16,"South",5266,5,0,5,0,0
"1280",2017,11,16,"West",5361,61,24,20,17,0
"1281",2017,11,17,"East",2689,5,0,4,1,0
"1282",2017,11,17,"Mid",2902,13,1,4,8,0
"1283",2017,11,17,"South",5359,3,0,3,0,0
"1284",2017,11,17,"West",5378,13,3,10,0,0
"1285",2017,11,18,"East",2070,7,4,2,1,0
"1286",2017,11,18,"Mid",2180,15,13,2,0,0
"1287",2017,11,18,"South",4486,8,6,1,1,0
"1288",2017,11,18,"West",4600,12,6,6,0,0
"1289",2017,11,19,"East",2426,19,1,6,12,0
"1290",2017,11,19,"Mid",2579,8,2,5,1,0
"1291",2017,11,19,"South",4867,9,0,8,1,0
"1292",2017,11,19,"West",5026,11,2,9,0,0
"1293",2017,11,20,"East",2473,1,0,1,0,0
"1294",2017,11,20,"Mid",2595,1,0,1,0,0
"1295",2017,11,20,"South",4911,3,0,3,0,0
"1296",2017,11,20,"West",5098,24,9,15,0,0
"1297",2017,11,21,"East",2611,1,0,1,0,0
"1298",2017,11,21,"Mid",2766,0,0,0,0,0
"1299",2017,11,21,"South",5147,1,0,1,0,0
"1300",2017,11,21,"West",5160,21,14,7,0,0
"1301",2017,11,22,"East",2661,2,0,2,0,0
"1302",2017,11,22,"Mid",2897,1,0,1,0,0
"1303",2017,11,22,"South",5330,1,0,1,0,0
"1304",2017,11,22,"West",5356,3,1,2,0,0
"1305",2017,11,23,"East",1601,1,0,1,0,0
"1306",2017,11,23,"Mid",1549,0,0,0,0,0
"1307",2017,11,23,"South",3223,0,0,0,0,0
"1308",2017,11,23,"West",3415,3,1,2,0,0
"1309",2017,11,24,"East",1906,2,0,2,0,0
"1310",2017,11,24,"Mid",1830,0,0,0,0,0
"1311",2017,11,24,"South",4173,2,0,2,0,0
"1312",2017,11,24,"West",4157,3,0,3,0,0
"1313",2017,11,25,"East",2448,1,0,1,0,0
"1314",2017,11,25,"Mid",2698,0,0,0,0,0
"1315",2017,11,25,"South",5202,3,0,3,0,0
"1316",2017,11,25,"West",5133,22,11,11,0,0
"1317",2017,11,26,"East",2728,2,0,2,0,0
"1318",2017,11,26,"Mid",3000,0,0,0,0,0
"1319",2017,11,26,"South",5624,1,1,0,0,0
"1320",2017,11,26,"West",5573,106,79,4,23,0
"1321",2017,11,27,"East",2720,1,0,1,0,0
"1322",2017,11,27,"Mid",2933,0,0,0,0,0
"1323",2017,11,27,"South",5426,0,0,0,0,0
"1324",2017,11,27,"West",5440,6,0,6,0,0
"1325",2017,11,28,"East",2509,2,0,2,0,0
"1326",2017,11,28,"Mid",2678,0,0,0,0,0
"1327",2017,11,28,"South",4911,4,0,4,0,0
"1328",2017,11,28,"West",4992,7,2,5,0,0
"1329",2017,11,29,"East",2479,2,0,2,0,0
"1330",2017,11,29,"Mid",2676,2,0,2,0,0
"1331",2017,11,29,"South",4948,0,0,0,0,0
"1332",2017,11,29,"West",5028,7,0,7,0,0
"1333",2017,11,30,"East",2549,2,0,2,0,0
"1334",2017,11,30,"Mid",2749,1,0,1,0,0
"1335",2017,11,30,"South",5146,7,0,7,0,0
"1336",2017,11,30,"West",5184,25,2,22,1,0
"1337",2017,12,1,"East",2562,5,0,5,0,0
"1338",2017,12,1,"Mid",2743,1,0,1,0,0
"1339",2017,12,1,"South",5175,2,0,2,0,0
"1340",2017,12,1,"West",5199,22,9,13,0,0
"1341",2017,12,2,"East",1883,2,0,2,0,0
"1342",2017,12,2,"Mid",1930,1,0,1,0,0
"1343",2017,12,2,"South",4056,6,3,3,0,0
"1344",2017,12,2,"West",4187,10,2,8,0,0
"1345",2017,12,3,"East",2383,3,1,2,0,0
"1346",2017,12,3,"Mid",2540,3,0,3,0,0
"1347",2017,12,3,"South",4866,0,0,0,0,0
"1348",2017,12,3,"West",4940,4,2,2,0,0
"1349",2017,12,4,"East",2552,13,6,5,2,0
"1350",2017,12,4,"Mid",2739,107,82,2,23,0
"1351",2017,12,4,"South",5084,16,9,5,2,0
"1352",2017,12,4,"West",5150,19,2,15,2,0
"1353",2017,12,5,"East",2437,12,0,1,11,0
"1354",2017,12,5,"Mid",2656,20,10,1,9,0
"1355",2017,12,5,"South",4850,4,0,2,2,0
"1356",2017,12,5,"West",4915,17,1,15,1,0
"1357",2017,12,6,"East",2481,2,0,1,1,0
"1358",2017,12,6,"Mid",2673,5,3,2,0,0
"1359",2017,12,6,"South",4975,1,0,1,0,0
"1360",2017,12,6,"West",5029,9,0,9,0,0
"1361",2017,12,7,"East",2552,3,0,3,0,0
"1362",2017,12,7,"Mid",2747,0,0,0,0,0
"1363",2017,12,7,"South",5161,29,23,6,0,0
"1364",2017,12,7,"West",5167,26,6,20,0,0
"1365",2017,12,8,"East",2565,140,119,18,3,0
"1366",2017,12,8,"Mid",2745,129,115,13,1,0
"1367",2017,12,8,"South",5174,948,870,58,20,0
"1368",2017,12,8,"West",5206,88,76,11,1,0
"1369",2017,12,9,"East",1881,180,124,16,40,0
"1370",2017,12,9,"Mid",1921,70,49,14,7,0
"1371",2017,12,9,"South",4064,376,326,27,23,0
"1372",2017,12,9,"West",4204,35,30,4,1,0
"1373",2017,12,10,"East",2381,38,29,6,3,0
"1374",2017,12,10,"Mid",2532,10,7,2,1,0
"1375",2017,12,10,"South",4865,19,9,10,0,0
"1376",2017,12,10,"West",4940,4,1,2,1,0
"1377",2017,12,11,"East",2542,8,0,8,0,0
"1378",2017,12,11,"Mid",2729,15,10,4,1,0
"1379",2017,12,11,"South",5091,5,2,3,0,0
"1380",2017,12,11,"West",5151,17,5,12,0,0
"1381",2017,12,12,"East",2433,4,1,3,0,0
"1382",2017,12,12,"Mid",2651,11,5,5,1,0
"1383",2017,12,12,"South",4858,8,1,7,0,0
"1384",2017,12,12,"West",4918,26,6,19,1,0
"1385",2017,12,13,"East",2486,21,10,5,6,0
"1386",2017,12,13,"Mid",2671,66,59,3,4,0
"1387",2017,12,13,"South",4984,16,12,3,1,0
"1388",2017,12,13,"West",5030,14,2,11,1,0
"1389",2017,12,14,"East",2554,23,8,1,14,0
"1390",2017,12,14,"Mid",2750,23,15,2,6,0
"1391",2017,12,14,"South",5174,10,4,1,5,0
"1392",2017,12,14,"West",5183,37,33,4,0,0
"1393",2017,12,15,"East",2611,39,9,10,20,0
"1394",2017,12,15,"Mid",2761,11,3,3,5,0
"1395",2017,12,15,"South",5194,13,3,5,5,0
"1396",2017,12,15,"West",5360,14,1,13,0,0
"1397",2017,12,16,"East",1942,6,2,4,0,0
"1398",2017,12,16,"Mid",1959,0,0,0,0,0
"1399",2017,12,16,"South",4132,6,1,4,1,0
"1400",2017,12,16,"West",4437,26,3,14,9,0
"1401",2017,12,17,"East",2398,105,19,17,69,0
"1402",2017,12,17,"Mid",2531,88,14,17,57,0
"1403",2017,12,17,"South",4878,858,142,110,606,0
"1404",2017,12,17,"West",5103,60,15,15,30,0
"1405",2017,12,18,"East",2615,81,5,12,64,0
"1406",2017,12,18,"Mid",2750,57,8,3,46,0
"1407",2017,12,18,"South",5189,267,63,30,174,0
"1408",2017,12,18,"West",5370,59,15,24,20,0
"1409",2017,12,19,"East",2555,4,1,1,2,0
"1410",2017,12,19,"Mid",2705,3,0,1,2,0
"1411",2017,12,19,"South",5059,36,17,2,17,0
"1412",2017,12,19,"West",5278,40,14,19,7,0
"1413",2017,12,20,"East",2558,0,0,0,0,0
"1414",2017,12,20,"Mid",2676,1,1,0,0,0
"1415",2017,12,20,"South",5210,13,8,4,1,0
"1416",2017,12,20,"West",5449,19,14,5,0,0
"1417",2017,12,21,"East",2556,1,0,1,0,0
"1418",2017,12,21,"Mid",2593,4,4,0,0,0
"1419",2017,12,21,"South",5268,6,2,4,0,0
"1420",2017,12,21,"West",5597,35,28,5,2,0
"1421",2017,12,22,"East",2565,11,0,11,0,0
"1422",2017,12,22,"Mid",2592,7,3,4,0,0
"1423",2017,12,22,"South",5303,12,3,9,0,0
"1424",2017,12,22,"West",5679,22,17,5,0,0
"1425",2017,12,23,"East",2256,14,13,1,0,0
"1426",2017,12,23,"Mid",2333,5,1,4,0,0
"1427",2017,12,23,"South",4989,6,1,5,0,0
"1428",2017,12,23,"West",5275,31,21,8,2,0
"1429",2017,12,24,"East",2009,2,0,2,0,0
"1430",2017,12,24,"Mid",1960,12,8,4,0,0
"1431",2017,12,24,"South",4170,6,2,4,0,0
"1432",2017,12,24,"West",4531,24,10,14,0,0
"1433",2017,12,25,"East",2016,3,3,0,0,0
"1434",2017,12,25,"Mid",1890,13,12,1,0,0
"1435",2017,12,25,"South",4268,3,1,2,0,0
"1436",2017,12,25,"West",4612,44,27,15,2,0
"1437",2017,12,26,"East",2505,8,3,5,0,0
"1438",2017,12,26,"Mid",2549,23,11,8,4,0
"1439",2017,12,26,"South",5280,6,0,6,0,0
"1440",2017,12,26,"West",5585,23,12,10,1,0
"1441",2017,12,27,"East",2494,3,2,1,0,0
"1442",2017,12,27,"Mid",2557,20,8,10,2,0
"1443",2017,12,27,"South",5274,7,3,3,1,0
"1444",2017,12,27,"West",5603,40,25,7,8,0
"1445",2017,12,28,"East",2500,21,18,3,0,0
"1446",2017,12,28,"Mid",2562,76,54,5,17,0
"1447",2017,12,28,"South",5258,15,15,0,0,0
"1448",2017,12,28,"West",5598,22,15,5,2,0
"1449",2017,12,29,"East",2499,13,10,3,0,0
"1450",2017,12,29,"Mid",2560,63,55,7,1,0
"1451",2017,12,29,"South",5260,14,13,1,0,0
"1452",2017,12,29,"West",5626,30,18,7,5,0
"1453",2017,12,30,"East",2237,10,3,7,0,0
"1454",2017,12,30,"Mid",2320,40,22,17,1,0
"1455",2017,12,30,"South",4973,11,1,10,0,0
"1456",2017,12,30,"West",5270,35,20,13,2,0
"1457",2017,12,31,"East",2025,7,6,1,0,0
"1458",2017,12,31,"Mid",1997,8,4,4,0,0
"1459",2017,12,31,"South",4269,41,17,24,0,0
"1460",2017,12,31,"West",4639,28,7,21,0,0
